ROUND;TM TAG;OPP TAG;TM NAME;OPP NAME;DATE;H/A;W/L;MIN;PTS;2PTM;2PTA;2PT%;3PTM;3PTA;3PT%;FGM;FGA;FG%;FTM;FTA;FT%;OR;DR;TR;AST;TO;ST;BLK;BLKA;PF;DF;VAL;+ / -;POSS;SHOOTING CHANCES;OFF PPP;DEF PPP;OFF RTG;DEF RTG;NET RTG;eFG%;TS%;RIM FREQ;RIM PPS;PAINT FREQ;PAINT PPS;MID FREQ;MID PPS;C3 FREQ;C3 PPS;L3 FREQ;L3 PPS;FT Ratio;TO%;LTO%;DTO%;AST%;AST% (2P);AST% (3P);AST% (FT);AST Ratio;AST/TO;OR%;OR% (after 2P);OR% (after 3P);OR% (after FT);DR%;DR% (after 2P);DR% (after 3P);DR% (after FT);TR%;ST%;BLK%;BLK% (2P);BLK% (3P);KILLS;PSF FREQ;DSF FREQ;ASTED_2FG;ASTED_3FG;ASTED_FT;ASTED_FT PTS;LTO;DTO;BLK2;BLK3;OR_RIM;TM OR_RIM;OR_PAINT;TM OR_PAINT;OR_NP2;TM OR_NP2;OR_3C;TM OR_3C;OR_3L;TM OR_3L;OR_FT;TM OR_FT;DR_RIM;TM DR_RIM;DR_PAINT;TM DR_PAINT;DR_NP2;TM DR_NP2;DR_3C;TM DR_3C;DR_3L;TM DR_3L;DR_FT;TM DR_FT;FTM_T;FTA_T;FTM_1;FTA_1;FTM_2;FTA_2;FT 0/2;FTM_3;FTA_3;FT 0/3;RIM_M;RIM_A;PAINT_M;PAINT_A;MID_M;MID_A;3C_M;3C_A;3L_M;3L_A;3H_M;3H_A
33;VIR;MIL;Virtus Segafredo Bologna;EA7 Emporio Armani Milan;05.04.2024;A;L;200;75;15;30;0,5;8;29;0,28;23;59;0,39;21;25;0,84;9;24;33;16;14;5;1;0;25;23;74;-15;75;84;0,89;1,15;100;121,6;-21,6;0,46;0,54;0,12;1,6;0,17;1;0,07;0;0,06;1,2;0,29;0,75;0,13;0,17;0,11;0,06;0,47;0,4;1;0,18;0,19;1,14;0,24;0,27;0,24;0;0,86;0,75;0,92;1;0,51;0,07;0,02;0,03;0;5;1;1;6;8;2;4;9;5;1;0;1;0;2;0;0;1;2;0;3;0;0;0;1;0;6;0;2;0;2;0;8;2;2;1;1;1;2;2;18;22;0;0;0;0;8;10;7;14;0;6;2;5;6;24;0;0
33;BAY;PAN;FC Bayern Munich;Panathinaikos AKTOR Athens;05.04.2024;H;L;200;75;13;32;0,41;14;28;0,5;27;60;0,45;7;8;0,88;6;24;30;19;11;8;2;2;21;14;80;-7;68;74;1,01;1,06;110,3;117,1;-6,8;0,57;0,6;0,09;0,86;0,19;1;0,15;0,55;0,03;1,5;0,35;1,5;0,04;0,15;0,05;0,09;0,63;0,46;0,86;0,33;0,26;1,73;0,18;0,32;0;0;0,8;0,81;0,73;1;0,47;0,11;0,04;0,05;0;5;1;0;6;12;1;2;4;7;2;0;1;0;1;2;2;0;0;0;0;0;0;0;0;1;8;0;4;0;0;0;8;0;2;1;0;0;2;2;5;6;0;0;0;0;3;7;7;14;3;11;1;2;13;26;0;0
33;PAN;BAY;Panathinaikos AKTOR Athens;FC Bayern Munich;05.04.2024;A;W;200;82;21;38;0,55;8;19;0,42;29;57;0,51;16;20;0,8;6;28;34;16;12;4;2;2;14;21;99;7;70;77;1,06;1,01;117,1;110,3;6,8;0,58;0,63;0,08;1,33;0,29;1,09;0,13;1;0;-;0,25;1,26;0,1;0,16;0,11;0,05;0,43;0,52;0,5;0,13;0,21;1,33;0,2;0,19;0,27;0;0,82;0,68;1;1;0,53;0,06;0,03;0,06;0;6;0;1;11;4;1;0;8;4;2;0;0;1;2;0;0;0;0;0;2;1;0;0;3;0;4;0;6;0;1;0;10;3;1;0;0;0;2;4;14;16;0;0;0;0;4;6;12;22;5;10;0;0;8;19;0;0
33;BAS;RMB;Baskonia Vitoria-Gasteiz;Real Madrid;05.04.2024;A;W;200;95;20;40;0,5;12;29;0,41;32;69;0,46;19;25;0,76;12;29;41;22;14;5;2;5;20;24;107;4;82;94;1,01;1;115,9;111;4,9;0,55;0,59;0,03;2;0,36;0,88;0,03;1,33;0;-;0,31;1,24;0,12;0,15;0,12;0,03;0,52;0,5;0,83;0,2;0,23;1,57;0,31;0,37;0,29;0;0,76;0,82;0,68;1;0,53;0,06;0,03;0,05;0;8;0;1;10;10;2;4;11;3;2;0;0;0;6;1;0;0;0;0;5;0;0;0;0;0;12;0;2;0;0;0;12;1;2;0;1;1;1;1;16;22;1;0;0;0;3;3;15;34;2;3;0;0;12;29;0;0
33;RMB;BAS;Real Madrid;Baskonia Vitoria-Gasteiz;05.04.2024;H;L;200;91;21;39;0,54;12;31;0,39;33;70;0,47;13;16;0,81;9;27;36;23;14;11;5;2;25;20;105;-4;82;91;1;1,01;111;115,9;-4,9;0,56;0,59;0,1;2;0,3;0,81;0,03;0,67;0;-;0,34;1,16;0,08;0,15;0,05;0,1;0,58;0,48;0,83;0,43;0,25;1,64;0,24;0,18;0,32;0;0,69;0,63;0,71;1;0,47;0,13;0,07;0,13;0;5;0;0;10;10;3;4;5;9;5;0;0;0;3;0;0;0;0;0;3;3;0;0;0;0;12;0;0;0;0;0;12;0;2;1;0;0;1;2;12;14;0;0;0;0;9;9;11;27;1;3;0;0;12;31;0;0
33;ASM;ZAL;Zalgiris Kaunas;AS Monaco;04.04.2024;H;W;200;66;15;30;0,5;7;29;0,24;22;59;0,37;15;16;0,94;10;23;33;14;14;3;3;2;27;17;55;-3;70;80;0,83;0,84;94,3;100;-5,7;0,43;0,5;0,03;2;0,3;0,92;0,05;1;0;-;0,36;0,72;0,09;0,18;0,1;0,08;0,48;0,33;0,86;0,43;0,18;1;0,27;0,27;0,29;-;0,64;0,47;0,79;1;0,45;0,04;0,05;0,08;0;4;0,48;0,47;5;6;3;6;8;6;3;0;0;0;4;0;0;0;0;0;5;1;0;0;1;0;8;0;0;0;0;0;10;1;3;0;0;0;1;1;11;12;0;3;3;0;2;2;11;24;2;4;0;0;7;29;0;0
33;ZAL;ASM;AS Monaco;Zalgiris Kaunas;04.04.2024;A;L;200;69;21;40;0,53;3;18;0,17;24;58;0,41;18;26;0,69;13;27;40;13;12;8;2;3;17;27;85;3;69;82;0,84;0,83;100;94,3;5,7;0,44;0,49;0,05;1,5;0,29;0,92;0,15;1,17;0;-;0,22;0,5;0,15;0,15;0,04;0,11;0,37;0,33;0,67;0,36;0,16;1,08;0,36;0,53;0,21;0;0,73;0,73;0,71;-;0,55;0,11;0,03;0,07;0;8;0,47;0,48;7;2;4;4;3;9;2;0;0;0;5;0;5;0;0;0;3;0;0;0;0;0;7;2;2;0;0;0;15;0;0;0;0;0;1;1;16;22;1;1;3;0;3;4;11;24;7;12;0;0;3;18;0;0
33;CZB;OLY;Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade;04.04.2024;H;L;200;89;18;31;0,58;13;29;0,45;31;60;0,52;14;22;0,64;9;18;27;27;9;9;3;2;23;23;107;3;69;79;1,13;1,01;129;124,6;4,3;0,63;0,64;0,19;1,47;0,16;0,92;0,04;0,67;0,08;1,5;0,28;1,36;0,13;0,12;0,05;0,06;0,71;0,67;0,85;0,57;0,35;3;0,29;0,33;0,33;0;0,53;0,58;0,43;1;0,42;0,13;0,05;0;0;3;0,35;0,48;12;11;4;8;4;5;0;0;1;1;2;0;0;0;1;0;3;1;0;0;1;1;7;0;2;0;1;0;4;1;1;0;1;1;0;1;13;20;3;0;0;0;11;15;6;13;1;3;3;6;10;22;0;1
33;OLY;CZB;Crvena Zvezda Meridianbet Belgrade;Olympiacos Piraeus;04.04.2024;A;W;200;86;21;40;0,53;11;25;0,44;32;65;0,49;11;14;0,79;16;22;38;22;14;4;2;3;24;23;98;-3;69;85;1,01;1,13;124,6;129;-4,3;0,58;0,61;0,13;1,64;0,29;0,88;0,05;0,5;0,07;2;0,22;1,11;0,07;0,16;0,11;0,06;0,58;0,62;0,64;0,33;0,26;1,57;0,47;0,42;0,57;0;0,71;0,67;0,67;1;0,58;0,06;0,03;0;0;3;0,46;0,35;13;7;2;2;9;5;0;0;0;0;6;1;1;0;1;0;7;0;0;0;2;0;5;0;1;0;2;0;8;0;4;0;0;0;2;2;9;12;0;0;0;0;9;11;11;25;1;4;4;6;7;19;0;0
33;BER;PAR;Partizan Mozzart Bet Belgrade;ALBA Berlin;04.04.2024;H;L;200;94;30;47;0,64;7;16;0,44;37;63;0,59;13;14;0,93;7;21;28;16;13;11;5;1;19;19;113;11;75;82;1,15;0,97;125,3;109,2;16,1;0,64;0,68;0,11;2;0,28;1,3;0,18;0,8;0;-;0,2;1,31;0,07;0,16;0,1;0,06;0,37;0,37;0,57;0,17;0,2;1,23;0,27;0,33;0,14;0;0,7;0,58;0,82;0;0,5;0,14;0,08;0,14;0;4;0,42;0,37;11;4;1;3;8;5;5;0;0;0;4;0;2;0;0;0;1;0;0;0;0;0;6;0;1;0;0;0;11;3;0;0;0;0;1;1;9;10;0;3;3;0;9;9;15;23;6;15;0;0;7;16;0;0
33;PAR;BER;ALBA Berlin;Partizan Mozzart Bet Belgrade;04.04.2024;A;W;200;83;21;35;0,6;9;27;0,33;30;62;0,48;14;15;0,93;9;19;28;17;18;8;1;5;19;19;81;-11;76;86;0,97;1,15;109,2;125,3;-16,1;0,56;0,61;0,1;1,78;0,23;1,1;0,07;0,67;0;-;0,31;1;0,07;0,21;0,13;0,08;0,47;0,52;0,67;0;0,2;0,94;0,3;0,42;0,18;1;0,73;0,67;0,86;1;0,5;0,11;0,02;0,02;0;3;0,37;0,42;11;6;0;0;11;7;1;0;0;0;2;0;3;0;0;0;3;0;1;0;0;0;5;0;7;0;0;0;6;0;1;0;0;0;2;2;12;12;0;0;0;0;8;9;11;20;2;6;0;0;9;27;0;0
33;FCB;MTA;Maccabi Playtika Tel Aviv;FC Barcelona;04.04.2024;H;W;200;89;28;51;0,55;9;25;0,36;37;76;0,49;6;9;0,67;14;21;35;22;12;6;2;1;18;16;97;-3;77;91;0,98;1,03;115,6;119,5;-3,9;0,55;0,56;0,08;1,71;0,31;1,36;0,18;0,38;0,08;0,86;0,2;1,17;0,03;0,13;0,05;0,08;0,55;0,46;0,89;0,33;0,24;1,83;0,33;0,39;0,31;0;0,64;0,67;0,56;1;0,47;0,08;0,03;0,06;0;4;0,67;0,38;13;8;1;0;5;7;2;0;1;0;4;1;3;0;1;0;2;2;0;0;0;0;5;0;5;0;2;0;7;0;2;0;0;0;2;3;4;6;0;0;0;0;6;7;19;28;3;16;2;7;7;18;0;0
33;MTA;FCB;FC Barcelona;Maccabi Playtika Tel Aviv;04.04.2024;A;L;200;92;19;35;0,54;11;28;0,39;30;63;0,48;21;24;0,88;12;28;40;23;14;5;1;2;16;18;111;3;77;89;1,03;0,98;119,5;115,6;3,9;0,56;0,61;0,13;1,83;0,2;0,89;0,06;0;0,09;0,38;0,22;1,5;0,13;0,16;0,07;0,09;0,52;0,53;0,64;0,42;0,26;1,64;0,36;0,33;0,44;0;0,67;0,61;0,69;1;0,53;0,06;0,01;0,02;0;5;0,38;0,67;10;7;5;6;6;8;1;0;0;0;4;1;0;0;2;2;3;0;0;0;0;0;4;0;9;1;4;0;7;0;2;0;0;0;0;0;21;24;0;0;0;0;11;12;8;18;0;5;1;8;10;20;0;0
33;ASV;VAL;Valencia Basket;LDLC ASVEL Villeurbanne;04.04.2024;A;W;200;69;18;43;0,42;6;24;0,25;24;67;0,36;15;19;0,79;10;18;28;10;11;9;2;2;22;18;54;-29;75;85;0,81;1,15;92;128,9;-36,9;0,4;0,47;0,19;1,25;0,2;0,59;0,12;0,6;0,01;0;0,27;0,78;0,08;0,13;0,08;0,05;0,32;0,39;0,5;0;0,12;0,91;0,23;0,24;0,22;0;0,67;0,73;0,44;1;0,39;0,12;0,03;0,05;0;6;0,64;0,61;7;3;0;0;7;4;2;0;1;2;2;0;1;0;0;0;3;1;0;0;3;1;6;0;1;0;0;0;4;0;3;0;0;0;4;4;9;12;0;2;3;0;10;16;5;17;3;10;0;1;6;23;0;0
33;VAL;ASV;LDLC ASVEL Villeurbanne;Valencia Basket;04.04.2024;H;L;200;98;25;41;0,61;9;19;0,47;34;60;0,57;21;27;0,78;9;34;43;24;14;7;2;2;18;22;130;29;76;85;1,15;0,81;128,9;92;36,9;0,64;0,69;0,29;1,52;0,13;0,55;0,06;1,2;0,04;3;0,18;1,2;0,13;0,16;0,11;0,06;0,55;0,52;0,78;0,4;0,28;1,71;0,33;0,27;0,56;0;0,77;0,76;0,78;1;0,61;0,09;0,03;0,05;0;9;0,61;0,64;13;7;4;5;9;5;2;0;1;1;0;1;1;0;0;0;4;1;0;0;3;0;9;1;6;0;1;0;11;2;1;0;0;0;2;3;13;18;1;6;6;0;19;25;3;11;3;5;3;3;6;15;0;1
33;EFE;FEN;Fenerbahce Beko Istanbul;Anadolu Efes Istanbul;05.04.2024;A;W;200;80;10;28;0,36;14;33;0,42;24;61;0,39;18;23;0,78;15;23;38;12;15;4;1;3;25;21;71;-2;71;86;0,93;1,01;112,7;117,1;-4,5;0,51;0,56;0,09;1;0,16;0,86;0,07;0;0,06;1,2;0,33;1,29;0,12;0,17;0,07;0,1;0,35;0,3;0,64;0;0,14;0,8;0,42;0,38;0,47;0;0,68;0,62;0,81;0,67;0,54;0,06;0,02;0,03;0;7;0,6;0,62;3;9;0;0;6;9;1;0;3;0;1;0;1;1;1;0;7;0;0;0;1;0;4;0;3;0;1;0;10;2;2;0;0;0;1;3;17;20;0;0;0;0;4;8;6;14;0;6;2;5;12;28;0;0
33;FEN;EFE;Anadolu Efes Istanbul;Fenerbahce Beko Istanbul;05.04.2024;H;L;200;82;19;32;0,59;8;27;0,3;27;59;0,46;20;26;0,77;11;21;32;19;11;6;3;1;21;25;96;2;70;81;1,01;0,93;117,1;112,7;4,5;0,53;0,59;0,09;1,43;0,2;1,38;0,11;0,67;0,05;0,75;0,28;0,91;0,14;0,14;0,05;0,09;0,5;0,58;0,88;0,09;0,23;1,73;0,32;0,38;0,19;0,33;0,58;0,63;0,53;1;0,46;0,08;0,05;0,07;0;5;0,62;0,6;11;7;1;2;4;7;2;0;0;1;1;0;3;0;0;0;3;0;1;0;1;0;5;0;4;0;2;0;5;2;2;0;0;0;2;4;18;22;0;0;0;0;5;7;11;16;3;9;1;4;7;23;0;0
33;MIL;VIR;Virtus Segafredo Bologna;EA7 Emporio Armani Milan;05.04.2024;H;W;200;75;15;30;0,5;8;29;0,28;23;59;0,39;21;25;0,84;9;24;33;16;14;5;1;0;25;23;74;-15;75;84;0,89;1,15;100;121,6;-21,6;0,46;0,54;0,12;1,6;0,17;1;0,07;0;0,06;1,2;0,29;0,75;0,13;0,17;0,11;0,06;0,47;0,4;1;0,18;0,19;1,14;0,24;0,27;0,24;0;0,86;0,75;0,92;1;0,51;0,07;0,02;0,03;0;5;0,6;0,57;6;8;2;4;9;5;1;0;1;0;2;0;0;1;2;0;3;0;0;0;1;0;6;0;2;0;2;0;8;2;2;1;1;1;2;2;18;22;0;0;0;0;8;10;7;14;0;6;2;5;6;24;0;0
33;VIR;MIL;EA7 Emporio Armani Milan;Virtus Segafredo Bologna;05.04.2024;A;L;200;90;22;34;0,65;8;22;0,36;30;56;0,54;22;28;0,79;4;28;32;18;10;9;0;1;24;25;107;15;74;78;1,15;0,89;121,6;100;21,6;0,61;0,66;0,18;1,86;0,18;0,86;0,08;1;0,05;1,5;0,23;1;0,15;0,13;0,06;0,06;0,44;0,36;1;0,18;0,23;1,8;0,14;0,25;0,08;0;0,76;0,73;0,76;1;0,49;0,12;0;0;0;5;0,54;0,6;8;8;2;0;5;5;0;0;0;0;2;0;1;0;0;0;1;0;0;0;1;0;4;1;5;0;1;0;13;2;1;0;1;1;3;3;18;24;1;0;0;0;13;14;6;14;3;6;2;4;6;18;0;0
33;BAY;PAN;Panathinaikos AKTOR Athens;FC Bayern Munich;05.04.2024;H;L;200;82;21;38;0,55;8;19;0,42;29;57;0,51;16;20;0,8;6;28;34;16;12;4;2;2;14;21;99;7;70;77;1,06;1,01;117,1;110,3;6,8;0,58;0,63;0,08;1,33;0,29;1,09;0,13;1;0;-;0,25;1,26;0,1;0,16;0,11;0,05;0,43;0,52;0,5;0,13;0,21;1,33;0,2;0,19;0,27;0;0,82;0,68;1;1;0,53;0,06;0,03;0,06;0;6;0,36;0,57;11;4;1;0;8;4;2;0;0;1;2;0;0;0;0;0;2;1;0;0;3;0;4;0;6;0;1;0;10;3;1;0;0;0;2;4;14;16;0;0;0;0;4;6;12;22;5;10;0;0;8;19;0;0
33;PAN;BAY;FC Bayern Munich;Panathinaikos AKTOR Athens;05.04.2024;A;W;200;75;13;32;0,41;14;28;0,5;27;60;0,45;7;8;0,88;6;24;30;19;11;8;2;2;21;14;80;-7;68;74;1,01;1,06;110,3;117,1;-6,8;0,57;0,6;0,09;0,86;0,19;1;0,15;0,55;0,03;1,5;0,35;1,5;0,04;0,15;0,05;0,09;0,63;0,46;0,86;0,33;0,26;1,73;0,18;0,32;0;0;0,8;0,81;0,73;1;0,47;0,11;0,04;0,05;0;5;0,57;0,36;6;12;1;2;4;7;2;0;1;0;1;2;2;0;0;0;0;0;0;0;0;1;8;0;4;0;0;0;8;0;2;1;0;0;2;2;5;6;0;0;0;0;3;7;7;14;3;11;1;2;13;26;0;0
33;BAS;RMB;Real Madrid;Baskonia Vitoria-Gasteiz;05.04.2024;A;W;200;91;21;39;0,54;12;31;0,39;33;70;0,47;13;16;0,81;9;27;36;23;14;11;5;2;25;20;105;-4;82;91;1;1,01;111;115,9;-4,9;0,56;0,59;0,1;2;0,3;0,81;0,03;0,67;0;-;0,34;1,16;0,08;0,15;0,05;0,1;0,58;0,48;0,83;0,43;0,25;1,64;0,24;0,18;0,32;0;0,69;0,63;0,71;1;0,47;0,13;0,07;0,13;0;5;0,48;0,45;10;10;3;4;5;9;5;0;0;0;3;0;0;0;0;0;3;3;0;0;0;0;12;0;0;0;0;0;12;0;2;1;0;0;1;2;12;14;0;0;0;0;9;9;11;27;1;3;0;0;12;31;0;0
33;RMB;BAS;Baskonia Vitoria-Gasteiz;Real Madrid;05.04.2024;H;L;200;95;20;40;0,5;12;29;0,41;32;69;0,46;19;25;0,76;12;29;41;22;14;5;2;5;20;24;107;4;82;94;1,01;1;115,9;111;4,9;0,55;0,59;0,03;2;0,36;0,88;0,03;1,33;0;-;0,31;1,24;0,12;0,15;0,12;0,03;0,52;0,5;0,83;0,2;0,23;1,57;0,31;0,37;0,29;0;0,76;0,82;0,68;1;0,53;0,06;0,03;0,05;0;8;0,45;0,5;10;10;2;4;11;3;2;0;0;0;6;1;0;0;0;0;5;0;0;0;0;0;12;0;2;0;0;0;12;1;2;0;1;1;1;1;16;22;1;0;0;0;3;3;15;34;2;3;0;0;12;29;0;0
34;ASM;BAY;AS Monaco;FC Bayern Munich;11.04.2024;H;W;200;89;26;33;0,79;7;18;0,39;33;51;0,65;16;22;0,73;4;18;22;20;11;6;0;1;17;24;108;4;68;72;1,24;1,13;130,9;125;5,9;0,72;0,73;0,1;2;0,28;1,5;0,08;1,33;0;-;0,25;1,17;0,14;0,15;0,08;0,07;0,47;0,62;0,43;0,1;0,28;1,82;0,21;0;0,36;0;0,72;0,78;0,69;-;0,5;0,09;0;0;0;6;0;1;16;3;1;2;6;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;4;0;2;0;0;0;10;1;0;0;0;0;1;2;15;20;0;0;0;0;7;7;15;20;4;6;0;0;7;18;0;0
34;BAY;ASM;FC Bayern Munich;AS Monaco;11.04.2024;A;L;200;85;19;28;0,68;12;30;0,4;31;58;0,53;11;11;1;7;15;22;21;12;6;1;0;24;17;89;-4;68;75;1,13;1,24;125;130,9;-5,9;0,64;0,67;0,03;1;0,28;1,43;0,07;1,2;0;-;0,4;1,2;0,07;0,16;0,08;0,08;0,58;0,53;0,75;0,4;0,28;1,75;0,28;0,22;0,31;-;0,79;1;0,64;1;0,5;0,09;0,02;0,03;0;3;1;0;10;9;2;4;6;6;1;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;4;1;2;0;0;0;7;0;1;0;0;0;1;1;10;10;0;0;0;0;1;2;15;21;3;5;0;0;12;30;0;0
34;RMB;ZAL;Real Madrid;Zalgiris Kaunas;11.04.2024;A;W;200;64;15;32;0,47;9;26;0,35;24;58;0,41;7;8;0,88;11;33;44;15;16;1;3;1;13;16;78;2;67;78;0,82;0,82;95,5;92,5;3;0,49;0,52;0,21;1,5;0,12;0,44;0,09;0,29;0,05;0,75;0,28;1,09;0,05;0,21;0,14;0,06;0,54;0,47;0,67;0,5;0,19;0,94;0,34;0,31;0,38;-;0,79;0,76;0,8;-;0,59;0,01;0,04;0,06;0,03;6;0;0;7;6;2;4;11;5;2;1;2;0;2;0;1;0;1;0;5;0;0;0;4;1;5;0;3;0;2;0;17;1;0;0;0;0;0;0;7;8;0;0;0;0;12;16;2;9;1;7;1;4;8;22;0;0
34;ZAL;RMB;Zalgiris Kaunas;Real Madrid;11.04.2024;H;L;200;62;15;32;0,47;10;35;0,29;25;67;0,37;2;2;1;9;21;30;14;8;11;1;3;16;13;62;-2;67;76;0,82;0,82;92,5;95,5;-3;0,45;0,46;0,24;1,33;0,09;0,29;0,09;0,57;0,05;0,75;0,41;0,87;0,01;0,11;0,01;0,09;0,54;0,4;0,8;0;0,18;1,75;0,21;0,24;0,2;-;0,66;0,69;0,63;-;0,41;0,16;0,02;0,03;0;5;0;0;6;8;0;0;1;7;1;0;1;0;1;0;2;0;0;1;4;0;0;0;1;1;4;0;5;0;2;0;6;2;0;0;0;0;0;0;2;2;0;0;0;0;12;18;1;7;2;7;1;4;9;31;0;0
34;EFE;CZB;Anadolu Efes Istanbul;Crvena Zvezda Meridianbet Belgrade;11.04.2024;H;W;200;100;24;48;0,5;12;28;0,43;36;76;0,47;16;18;0,89;14;28;42;23;8;14;4;3;17;19;132;45;77;91;1,1;0,63;129,9;73,3;56,5;0,55;0,6;0,2;1,67;0,23;0,48;0,1;0,89;0,07;1,5;0,24;1,23;0,08;0,09;0,02;0,07;0,55;0,38;0,83;0,67;0,25;2,88;0,36;0,35;0,33;1;0,7;0,41;0,9;1;0,53;0,19;0,07;0;0;10;0;0;9;10;4;8;2;6;0;0;1;0;4;1;2;0;1;0;4;0;1;0;0;0;6;0;1;0;3;0;14;1;3;0;2;2;2;2;12;14;1;0;0;0;15;18;5;21;4;9;3;6;9;22;0;0
34;CZB;EFE;Crvena Zvezda Meridianbet Belgrade;Anadolu Efes Istanbul;11.04.2024;A;L;200;55;19;36;0,53;3;23;0,13;22;59;0,37;8;13;0,62;12;25;37;13;22;2;3;4;21;17;38;-45;75;87;0,63;1,1;73,3;129,9;-56,5;0,4;0,42;0,1;1,78;0,25;0,73;0,06;1,2;0,06;0,6;0,21;0,33;0,07;0,25;0,16;0,09;0,46;0,37;0,67;0,67;0,15;0,59;0,3;0,59;0,1;0;0,64;0,65;0,67;0;0,47;0,03;0,04;0,02;0;6;0;0;7;2;4;6;14;8;1;0;0;1;6;2;1;0;1;0;1;0;0;0;2;0;11;0;2;0;2;0;8;0;0;0;0;0;1;1;7;12;0;0;0;0;8;9;8;22;3;5;1;5;2;18;0;0
34;MIL;MTA;EA7 Emporio Armani Milan;Maccabi Playtika Tel Aviv;11.04.2024;A;L;200;86;20;33;0,61;11;37;0,3;31;70;0,44;13;16;0,81;12;23;35;14;17;12;2;0;16;17;91;-6;83;95;0,91;0,99;103,6;115;-11,4;0,52;0,55;0,05;2;0,21;1,2;0,08;0,75;0,05;1,8;0,34;0,75;0,08;0,18;0,07;0,11;0,36;0,3;0,55;0,25;0,15;0,82;0,31;0,33;0,31;0;0,64;0,67;0,62;0,5;0,47;0,15;0,03;0;0;3;1;0;6;6;2;4;7;10;0;0;0;0;1;1;2;0;0;0;6;2;0;0;2;0;5;0;7;0;1;0;6;1;1;0;0;0;0;0;13;16;0;0;0;0;5;5;12;20;3;8;3;5;8;32;0;0
34;MTA;MIL;Maccabi Playtika Tel Aviv;EA7 Emporio Armani Milan;11.04.2024;H;W;200;92;28;49;0,57;7;20;0,35;35;69;0,51;15;18;0,83;13;27;40;23;17;7;0;2;17;15;104;6;80;93;0,99;0,91;115;103,6;11,4;0,56;0,61;0,11;1;0,28;1,38;0,14;0,77;0,02;1,5;0,19;1;0,08;0,18;0,13;0,05;0,56;0,57;0,86;0,17;0,25;1,35;0,36;0,33;0,38;0,5;0,69;0,67;0,69;1;0,53;0,08;0;0;0;5;0;1;16;6;1;2;12;5;0;0;3;0;3;0;1;0;0;0;3;2;1;0;0;0;6;0;2;0;2;0;16;0;1;0;1;1;1;1;7;10;1;6;6;0;5;10;18;26;5;13;1;2;6;18;0;0
34;BER;PAN;ALBA Berlin;Panathinaikos AKTOR Athens;11.04.2024;A;L;200;75;20;43;0,47;9;21;0,43;29;64;0,45;8;10;0,8;11;26;37;19;16;2;2;8;21;16;69;-9;71;84;0,89;1,06;105,6;120;-14,4;0,52;0,55;0,21;1,33;0,23;0,63;0,07;0,67;0,08;1,29;0,17;1,29;0,05;0,2;0,11;0,09;0,59;0,55;0,89;0;0,23;1,19;0,32;0,29;0,42;0;0,74;0,69;0,8;0,67;0,54;0,03;0,03;0,06;0;3;0;0;11;8;0;0;9;7;2;0;1;0;3;2;0;0;1;1;3;0;0;0;1;1;7;0;2;0;2;0;10;0;2;0;0;0;1;1;4;6;1;3;3;0;12;18;6;19;2;6;3;7;6;14;0;0
34;PAN;BER;Panathinaikos AKTOR Athens;ALBA Berlin;11.04.2024;H;W;200;84;16;32;0,5;13;29;0,45;29;61;0,48;13;18;0,72;9;23;32;19;10;9;8;2;16;21;108;9;70;79;1,06;0,89;120;105,6;14,4;0,58;0,61;0,13;1,6;0,2;0,63;0,08;1;0,08;2;0,29;1,17;0,1;0,13;0,03;0,1;0,51;0,44;0,69;0,38;0,24;1,9;0,26;0,31;0,2;0,33;0,68;0,71;0,58;1;0,46;0,13;0,13;0,16;0,05;7;0;0;7;9;3;4;2;8;7;1;0;0;2;2;1;0;0;0;3;0;1;0;3;1;6;1;4;0;2;0;5;0;0;1;0;0;2;2;11;16;0;0;0;0;8;10;5;16;3;6;4;6;9;23;0;0
34;FEN;OLY;Fenerbahce Beko Istanbul;Olympiacos Piraeus;12.04.2024;A;L;225;81;20;30;0,67;9;32;0,28;29;62;0,47;14;21;0,67;11;27;38;14;15;7;1;3;24;20;79;-3;75;86;0,94;1,05;108;110,5;-2,5;0,54;0,57;0,15;1,85;0,12;0,8;0,08;1,14;0,06;1,2;0,3;0,81;0,1;0,17;0,09;0,08;0,38;0,35;0,67;0,13;0,16;0,93;0,31;0,27;0,36;0;0,87;0,83;0,88;1;0,57;0,09;0,02;0,03;0;5;1;1;7;6;1;2;8;7;1;0;0;0;0;3;0;0;0;0;8;0;0;0;3;0;5;0;2;0;0;0;13;1;3;0;0;0;1;2;10;16;1;3;3;0;12;13;4;10;4;7;2;5;7;26;0;1
34;OLY;FEN;Olympiacos Piraeus;Fenerbahce Beko Istanbul;12.04.2024;H;W;225;84;23;36;0,64;7;23;0,3;30;59;0,51;17;24;0,71;4;25;29;15;11;8;3;1;20;23;94;3;76;80;1,05;0,94;110,5;108;2,5;0,57;0,61;0,16;1,54;0,21;1,29;0,08;0,67;0,03;3;0,26;0,71;0,13;0,14;0,09;0,05;0,38;0,43;0,57;0,11;0,19;1,36;0,13;0,17;0,13;0;0,69;0,73;0,64;1;0,43;0,11;0,05;0,1;0;8;1;1;10;4;1;2;7;4;3;0;0;0;1;0;1;0;0;0;2;0;0;0;1;0;3;0;3;1;2;1;10;1;2;0;1;1;3;3;13;20;1;0;0;0;10;13;11;17;2;6;2;2;5;21;0;0
